"ID" "Student Name" "Student Email" "Branch Code" "Academic Batch" "CGPA" "Sign_In_Count"
"1903" "rnkai" "rnkai7003.pc@nighthack.in" "pc057" "2017" "6.65" "20"
"1904" "raiyaf" "raiyaf9050.bop@nighthack.in" "bop009" "2018" "5.09" "23"
"1905" "nkahauib" "nkahauib4007.ad@nighthack.in" "ad024" "2015" "9.77" "107"
"1906" "atmuga" "atmuga8057.b@nighthack.in" "b018" "2018" "5.86" "135"
"1907" "hihrot" "hihrot4031.hrm@nighthack.in" "hrm048" "2014" "7.18" "2"
"1908" "eumpprlea" "eumpprlea3003.pcab@nighthack.in" "pcab073" "2018" "6.13" "0"
"1909" "ynalava" "ynalava8010.p@nighthack.in" "p058" "2018" "5.79" "6"
"1910" "shkaata" "shkaata7004.hrm@nighthack.in" "hrm048" "2018" "4.61" "2"
"1911" "wrahsaiay" "wrahsaiay1011.aat@nighthack.in" "aat051" "2018" "5.61" "12"
"1912" "raeeudshhm" "raeeudshhm6004.csan@nighthack.in" "csan036" "2017" "8.94" "2"
"1913" "ejrmukhee" "ejrmukhee8105.bohm@nighthack.in" "bohm008" "2018" "5.36" "0"
"1914" "letketaahhk" "letketaahhk4045.eace@nighthack.in" "eace004" "2016" "6.58" "0"
"1915" "eanhslh" "eanhslh7032.ba@nighthack.in" "ba017" "2018" "7.32" "95"
"1916" "nial" "nial2403.csae@nighthack.in" "csae002" "2017" "9.68" "103"
"1917" "shsnaee" "shsnaee7048.om@nighthack.in" "om049" "2018" "4.76" "9"
"1918" "sadm.aran" "sadm.aran9002.oado@nighthack.in" "oado069" "2015" "7.55" "4"
"1919" "achharti" "achharti1005.ce@nighthack.in" "ce001" "2017" "5.99" "64"
"1920" "ahnsat" "ahnsat8002.ae@nighthack.in" "ae038" "2015" "8.09" "7"
"1921" "preheit" "preheit1013.ce@nighthack.in" "ce001" "2014" "8.75" "8"
"1922" "cethnah" "cethnah5011.me@nighthack.in" "me005" "2017" "6.59" "0"
"1923" "rhesutnaeh" "rhesutnaeh2092.csae@nighthack.in" "csae002" "2017" "6.19" "103"
"1924" "katash" "katash8008.bohm@nighthack.in" "bohm008" "2016" "6.84" "16"
"1925" "jooap" "jooap0016.dop@nighthack.in" "dop010" "2017" "9.34" "10"
"1926" "maaluadsr" "maaluadsr1075.bods@nighthack.in" "bods011" "2015" "6.45" "26"
"1927" "anandva" "anandva4014.bodfd@nighthack.in" "bodfd014" "2017" "7.18" "0"
"1928" "tsniih" "tsniih8070.bohm@nighthack.in" "bohm008" "2017" "7.38" "40"
"1929" "ydvia" "ydvia6012.csan@nighthack.in" "csan036" "2015" "8.87" "1"
"1930" "msayou" "msayou5012.mlais@nighthack.in" "mlais075" "2018" "7.55" "8"
"1931" "ylvaiivi" "ylvaiivi6046.pd@nighthack.in" "pd006" "2018" "7.49" "0"
"1932" "kvein" "kvein4402.eace@nighthack.in" "eace004" "2015" "9.1" "46"
"1933" "inhltes" "inhltes5002.esde@nighthack.in" "esde215" "2016" "4.94" "2"
"1934" "ashawen" "ashawen2014.csae@nighthack.in" "csae002" "2016" "7.67" "3"
"1935" "nahegs" "nahegs2040.csae@nighthack.in" "csae002" "2016" "5.51" "110"
"1936" "svhhaahrdaran" "svhhaahrdaran6013.csan@nighthack.in" "csan036" "2014" "7.89" "28"
"1937" "jearne" "jearne8065.bohm@nighthack.in" "bohm008" "2017" "8.06" "32"
"1938" "gnuurg" "gnuurg0038.dop@nighthack.in" "dop010" "2016" "6.28" "0"
"1939" "nura" "nura8010.bohm@nighthack.in" "bohm008" "2015" "5.6" "5"
"1940" "skhaaagn" "skhaaagn6002.pd@nighthack.in" "pd006" "2015" "7.28" "126"
"1941" "jnuma" "jnuma1024.bods@nighthack.in" "bods011" "2017" "9.53" "80"
"1942" "hcywourhd" "hcywourhd2161.csae@nighthack.in" "csae002" "2017" "7.1" "42"
"1943" "ohhirt" "ohhirt5084.me@nighthack.in" "me005" "2016" "5.91" "0"
"1944" "ahtaiputanl" "ahtaiputanl6043.fm@nighthack.in" "fm047" "2017" "4.62" "4"
"1945" "sumrakshuil" "sumrakshuil2006.papd@nighthack.in" "papd072" "2018" "9.12" "0"
"1946" "jgdaneaagrd" "jgdaneaagrd4074.mm@nighthack.in" "mm046" "2015" "7.33" "1"
"1947" "harlu" "harlu3008.eaee@nighthack.in" "eaee003" "2017" "5.35" "125"
"1948" "heiesdnbru" "heiesdnbru9011.bop@nighthack.in" "bop009" "2018" "5.81" "10"
"1949" "aaanjgna" "aaanjgna6077.fm@nighthack.in" "fm047" "2017" "6.83" "2"
"1950" "sruya" "sruya9054.fpat@nighthack.in" "fpat019" "2018" "5.87" "0"
"1951" "seday" "seday5329.me@nighthack.in" "me005" "2015" "6.54" "29"
"1952" "liibrs" "liibrs5053.me@nighthack.in" "me005" "2017" "5.51" "165"
"1953" "ronah" "ronah6019.aaf@nighthack.in" "aaf016" "2018" "6.46" "119"
"1954" "riahsd" "riahsd1050.bods@nighthack.in" "bods011" "2016" "5.57" "234"
"1955" "ole'lmd" "ole'lmd1003.ae@nighthack.in" "ae021" "2016" "5.8" "0"
"1956" "trhasu" "trhasu2049.csae@nighthack.in" "csae002" "2015" "5.93" "15"
"1957" "rjisa" "rjisa8088.bohm@nighthack.in" "bohm008" "2015" "9.75" "12"
"1958" "aarirknj" "aarirknj4086.eace@nighthack.in" "eace004" "2017" "8.86" "44"
"1959" "tpruanapvtpaa" "tpruanapvtpaa4320.eace@nighthack.in" "eace004" "2015" "9.94" "8"
"1960" "idminpmoa" "idminpmoa9005.csd@nighthack.in" "csd039" "2017" "7.66" "1"
"1961" "kesshiihrh" "kesshiihrh4031.eace@nighthack.in" "eace004" "2018" "8.38" "19"
"1962" "shhraemued" "shhraemued9034.bop@nighthack.in" "bop009" "2018" "5.53" "11"
"1963" "aithircarhs" "aithircarhs9004.dpieats@nighthack.in" "dpieats729" "2017" "6.5" "0"
"1964" "cokrrhayatb" "cokrrhayatb9036.bop@nighthack.in" "bop009" "2017" "5.46" "17"
"1965" "yhaesrs" "yhaesrs8082.bohm@nighthack.in" "bohm008" "2018" "7.73" "0"
"1966" "reukplaoh" "reukplaoh4315.eace@nighthack.in" "eace004" "2015" "6.94" "37"
"1967" "asnahdr" "asnahdr5006.me@nighthack.in" "me005" "2014" "7.72" "79"
"1968" "phnata" "phnata8073.bohm@nighthack.in" "bohm008" "2017" "6.22" "0"
"1969" "satawisk" "satawisk6042.pd@nighthack.in" "pd006" "2017" "6.16" "53"
"1970" "kramui" "kramui2001.pp@nighthack.in" "pp062" "2016" "7.56" "0"
"1971" "vsiahtravas" "vsiahtravas4011.eace@nighthack.in" "eace004" "2014" "6.94" "64"
"1972" "bdedar.ea" "bdedar.ea9001.oado@nighthack.in" "oado069" "2015" "8.29" "11"
"1973" "tarupj" "tarupj1002.bods@nighthack.in" "bods011" "2016" "8.59" "161"
"1974" "saehyrs" "saehyrs4033.eace@nighthack.in" "eace004" "2015" "6.74" "25"
"1975" "aaanrhc" "aaanrhc6030.pd@nighthack.in" "pd006" "2015" "8.92" "2"
"1976" "nstsatygeim" "nstsatygeim8110.bohm@nighthack.in" "bohm008" "2016" "6.3" "102"
"1977" "ahrsbauebm" "ahrsbauebm1001.dpimacs@nighthack.in" "dpimacs711" "2017" "7.95" "0"
"1978" "ahcnaar" "ahcnaar8084.bohm@nighthack.in" "bohm008" "2017" "9.03" "36"
"1979" "teskgaeunhrvu" "teskgaeunhrvu3011.eaee@nighthack.in" "eaee003" "2018" "7.2" "26"
"1980" "ktnaai" "ktnaai9002.oado@nighthack.in" "oado069" "2017" "7.41" "0"
"1981" "nnaehawsrg" "nnaehawsrg8034.bohm@nighthack.in" "bohm008" "2016" "7.69" "10"
"1982" "gvanai" "gvanai5003.dpidsa@nighthack.in" "dpidsa722" "2015" "5.52" "0"
"1983" "aihkrtk" "aihkrtk3018.eaee@nighthack.in" "eaee003" "2016" "9.34" "24"
"1984" "av.hicrat" "av.hicrat2001.spact@nighthack.in" "spact032" "2014" "7.34" "4"
"1985" "hnaarac" "hnaarac1018.mrait@nighthack.in" "mrait401" "2018" "9.26" "0"
"1986" "iadvy" "iadvy4020.fm@nighthack.in" "fm047" "2015" "6.92" "6"
"1987" "ktdehhsei" "ktdehhsei8025.bohm@nighthack.in" "bohm008" "2018" "4.63" "0"
"1988" "rhesdnieu" "rhesdnieu9021.bop@nighthack.in" "bop009" "2015" "5.92" "61"
"1989" "niltc" "niltc4014.fm@nighthack.in" "fm047" "2015" "5.34" "28"
"1990" "vnrhsiai" "vnrhsiai6037.pd@nighthack.in" "pd006" "2017" "7.41" "112"
"1991" "hhseealt" "hhseealt9035.bop@nighthack.in" "bop009" "2017" "6.41" "62"
"1992" "ehvrsee" "ehvrsee8011.te@nighthack.in" "te078" "2016" "5.41" "1"
"1993" "rsiankh" "rsiankh2007.csae@nighthack.in" "csae002" "2016" "6.17" "10"
"1994" "sihahs" "sihahs2227.csae@nighthack.in" "csae002" "2017" "6.03" "85"
"1995" "nsahtu" "nsahtu8119.bohm@nighthack.in" "bohm008" "2016" "9.63" "2"
"1996" "arsreamaw" "arsreamaw2052.csae@nighthack.in" "csae002" "2017" "8.76" "143"
"1997" "ywantahsh" "ywantahsh4139.eace@nighthack.in" "eace004" "2017" "7.63" "34"
"1998" "abauarhid" "abauarhid2004.csae@nighthack.in" "csae002" "2016" "5.93" "111"
"1999" "ayiabr" "ayiabr8002.cdae@nighthack.in" "cdae068" "2018" "7.21" "0"
"2000" "rihaaspt.b" "rihaaspt.b3012.vsd@nighthack.in" "vsd033" "2014" "4.58" "9"
"2001" "dmaahv" "dmaahv8001.pd@nighthack.in" "pd218" "2018" "9.8" "0"
"2002" "phirjit" "phirjit6015.aaf@nighthack.in" "aaf016" "2018" "9.35" "20"
"2003" "amtak" "amtak8020.bohm@nighthack.in" "bohm008" "2018" "6.4" "60"
"2004" "rihydaka" "rihydaka4147.eace@nighthack.in" "eace004" "2017" "8.47" "152"
"2005" "vukosi" "vukosi2128.csae@nighthack.in" "csae002" "2016" "4.5" "88"
"2006" "karsnrahiam" "karsnrahiam1003.dpieata@nighthack.in" "dpieata720" "2014" "8.21" "5"
"2007" "dimion" "dimion9030.fpat@nighthack.in" "fpat019" "2018" "5.0" "80"
"2008" "teeecjhrta" "teeecjhrta4045.eace@nighthack.in" "eace004" "2015" "4.51" "33"
"2009" "kaishs" "kaishs2109.csae@nighthack.in" "csae002" "2016" "6.63" "29"
"2010" "lrpuaf" "lrpuaf8074.bohm@nighthack.in" "bohm008" "2017" "9.98" "44"
"2011" "sujte" "sujte1007.ae@nighthack.in" "ae021" "2017" "4.67" "0"
"2012" "triija" "triija8003.p@nighthack.in" "p058" "2014" "6.41" "26"
"2013" "bpalla" "bpalla8076.bohm@nighthack.in" "bohm008" "2016" "6.0" "41"
"2014" "ziamr" "ziamr9012.assp@nighthack.in" "assp079" "2016" "5.29" "15"
"2015" "khbhsiae" "khbhsiae4083.eace@nighthack.in" "eace004" "2017" "6.72" "9"
"2016" "hajgiaadrra" "hajgiaadrra7052.hrm@nighthack.in" "hrm048" "2018" "9.0" "1"
"2017" "eumrdazm" "eumrdazm9019.bop@nighthack.in" "bop009" "2014" "4.61" "22"
"2018" "eamstbi" "eamstbi1003.pd@nighthack.in" "pd041" "2017" "6.77" "0"
"2019" "jerhueemk" "jerhueemk8029.bohm@nighthack.in" "bohm008" "2018" "7.75" "0"
"2020" "crnie" "crnie9012.bop@nighthack.in" "bop009" "2018" "6.52" "14"
"2021" "raihrgid" "raihrgid4023.fm@nighthack.in" "fm047" "2015" "6.24" "24"
"2022" "iwnkaida" "iwnkaida1007.ce@nighthack.in" "ce001" "2016" "4.7" "1"
"2023" "cainhni" "cainhni3016.ic@nighthack.in" "ic083" "2016" "8.4" "5"
"2024" "wasnhii" "wasnhii7004.vsd@nighthack.in" "vsd217" "2016" "7.64" "0"
"2025" "maript" "maript6053.mm@nighthack.in" "mm046" "2017" "9.86" "1"
"2026" "irhdnhisi" "irhdnhisi8100.bohm@nighthack.in" "bohm008" "2017" "4.95" "30"
"2027" "suhhels" "suhhels8040.bohm@nighthack.in" "bohm008" "2016" "6.85" "10"
"2028" "agaargnhd" "agaargnhd5308.me@nighthack.in" "me005" "2016" "9.94" "4"
"2029" "oedmmamh" "oedmmamh7031.ba@nighthack.in" "ba017" "2018" "9.29" "2"
"2030" "hsnkaa" "hsnkaa1020.bods@nighthack.in" "bods011" "2014" "7.17" "55"
"2031" "ddauagordinsa" "ddauagordinsa1019.ce@nighthack.in" "ce001" "2018" "7.84" "37"
"2032" "arniarikv" "arniarikv6030.pd@nighthack.in" "pd006" "2016" "4.66" "69"
"2033" "bgeeiath" "bgeeiath6001.pd@nighthack.in" "pd006" "2016" "5.71" "28"
"2034" "dsaayhn" "dsaayhn1010.dpieata@nighthack.in" "dpieata700" "2014" "8.83" "0"
"2035" "vyteaastder" "vyteaastder2033.csae@nighthack.in" "csae002" "2016" "6.38" "44"
"2036" "adnakraaervn" "adnakraaervn4046.mm@nighthack.in" "mm046" "2015" "5.67" "14"
"2037" "nvusih" "nvusih4075.fm@nighthack.in" "fm047" "2014" "9.27" "2"
"2038" "aghsye" "aghsye5058.me@nighthack.in" "me005" "2018" "8.54" "8"
"2039" "dr.dm" "dr.dm8004.cdae@nighthack.in" "cdae068" "2015" "9.78" "8"
"2040" "baanyghi" "baanyghi2003.csae@nighthack.in" "csae002" "2017" "8.57" "149"
"2041" "utrhan" "utrhan1049.ce@nighthack.in" "ce001" "2016" "4.55" "0"
"2042" "mirtheah" "mirtheah2013.csae@nighthack.in" "csae002" "2015" "6.31" "0"
"2043" "uiaramhkhsas" "uiaramhkhsas1008.ae@nighthack.in" "ae201" "2017" "4.73" "0"
"2044" "dhsaba" "dhsaba7050.fm@nighthack.in" "fm047" "2018" "8.34" "0"
"2045" "hinatunn" "hinatunn7004.pbm@nighthack.in" "pbm087" "2018" "8.74" "8"
"2046" "adcnanh" "adcnanh4303.eace@nighthack.in" "eace004" "2016" "8.55" "0"
"2047" "ainhisv" "ainhisv1031.ce@nighthack.in" "ce001" "2015" "5.68" "68"
"2048" "ryspiua" "ryspiua7107.hrm@nighthack.in" "hrm048" "2018" "5.55" "0"
"2049" "itrho" "itrho1007.pd@nighthack.in" "pd041" "2017" "6.8" "0"
"2050" "ahlaki" "ahlaki0001.dop@nighthack.in" "dop010" "2016" "6.85" "78"
"2051" "eumdhmam" "eumdhmam6022.pd@nighthack.in" "pd006" "2016" "7.05" "8"
"2052" "bahkis" "bahkis1042.ce@nighthack.in" "ce001" "2017" "6.52" "42"
"2053" "hsilysar" "hsilysar2045.csae@nighthack.in" "csae002" "2015" "5.98" "18"
"2054" "lnkhii" "lnkhii9001.dpieats@nighthack.in" "dpieats729" "2018" "4.64" "0"
"2055" "bumid.aq" "bumid.aq2024.csae@nighthack.in" "csae002" "2015" "6.06" "41"
"2056" "aakalpn" "aakalpn6003.csan@nighthack.in" "csan036" "2016" "5.24" "9"
"2057" "nmearnde" "nmearnde8045.bohm@nighthack.in" "bohm008" "2014" "6.86" "3"
"2058" "pajoo" "pajoo2029.csae@nighthack.in" "csae002" "2015" "4.93" "52"
"2059" "hrasiaawy" "hrasiaawy1001.phd@nighthack.in" "phd071" "2016" "8.83" "13"
"2060" "djnnaaayiv" "djnnaaayiv1038.ce@nighthack.in" "ce001" "2018" "8.28" "49"
"2061" "rumka" "rumka3016.eaee@nighthack.in" "eaee003" "2018" "7.5" "47"
"2062" "vyaan" "vyaan4052.eace@nighthack.in" "eace004" "2018" "6.2" "31"
"2063" "darhab" "darhab0017.ceam@nighthack.in" "ceam040" "2016" "4.82" "17"
"2064" "isnhacra" "isnhacra9062.bop@nighthack.in" "bop009" "2018" "9.3" "2"
"2065" "uhnbva" "uhnbva4010.mm@nighthack.in" "mm046" "2015" "4.51" "5"
"2066" "p.paruan" "p.paruan0006.dpieata@nighthack.in" "dpieata720" "2016" "8.31" "0"
"2067" "ajpoo" "ajpoo5006.ic@nighthack.in" "ic083" "2015" "4.66" "3"
"2068" "mdiaadl" "mdiaadl4057.eace@nighthack.in" "eace004" "2017" "8.5" "85"
"2069" "ohanr" "ohanr2099.csae@nighthack.in" "csae002" "2018" "9.23" "55"
"2070" "arsbu" "arsbu9042.bop@nighthack.in" "bop009" "2016" "9.44" "0"
"2071" "tina" "tina4017.bodfd@nighthack.in" "bodfd014" "2017" "7.48" "32"
"2072" "mmyabe" "mmyabe1038.ce@nighthack.in" "ce001" "2016" "7.58" "30"
"2073" "mupgaaly" "mupgaaly1030.bods@nighthack.in" "bods011" "2016" "5.44" "52"
"2074" "kuvsahiamra" "kuvsahiamra1030.ce@nighthack.in" "ce001" "2015" "7.66" "50"
"2075" "yiahawrsa" "yiahawrsa4401.eace@nighthack.in" "eace004" "2015" "4.66" "164"
"2076" "ahdinevti" "ahdinevti5322.me@nighthack.in" "me005" "2015" "7.4" "1"
"2077" "ehteeehsnur" "ehteeehsnur7033.ba@nighthack.in" "ba017" "2018" "5.29" "84"
"2078" "tnhaawysh" "tnhaawysh5059.me@nighthack.in" "me005" "2018" "8.87" "0"
"2079" "asuyh" "asuyh2039.csae@nighthack.in" "csae002" "2017" "5.92" "192"
"2080" "acoolhnd" "acoolhnd0004.dpieata@nighthack.in" "dpieata720" "2016" "6.49" "0"
"2081" "ishrig" "ishrig0006.ceam@nighthack.in" "ceam040" "2017" "7.94" "1"
"2082" "dpili" "dpili7024.mm@nighthack.in" "mm046" "2016" "5.93" "4"
"2083" "hsdniu" "hsdniu8005.pd@nighthack.in" "pd218" "2018" "5.98" "0"
"2084" "nahskahs" "nahskahs4096.eace@nighthack.in" "eace004" "2018" "5.24" "11"
"2085" "nojma" "nojma2095.csae@nighthack.in" "csae002" "2017" "9.76" "37"
"2086" "aahnsiing" "aahnsiing2041.csae@nighthack.in" "csae002" "2017" "8.28" "24"
"2087" "waste" "waste3014.ac@nighthack.in" "ac082" "2017" "9.31" "0"
"2088" "rikhtuak" "rikhtuak0001.esde@nighthack.in" "esde030" "2015" "8.44" "11"
"2089" "spnerah" "spnerah9016.dpieats@nighthack.in" "dpieats709" "2014" "5.36" "2"
"2090" "hhlaes" "hhlaes5022.me@nighthack.in" "me005" "2017" "4.59" "17"
"2091" "nsraahdhahrv" "nsraahdhahrv2010.csae@nighthack.in" "csae002" "2014" "8.39" "26"
"2092" "hduyara" "hduyara5027.me@nighthack.in" "me005" "2016" "9.68" "0"
"2093" "roajsa" "roajsa2158.csae@nighthack.in" "csae002" "2017" "4.84" "92"
"2094" "uigro" "uigro0003.dpips@nighthack.in" "dpips730" "2017" "9.82" "0"
"2095" "nkiarlkau" "nkiarlkau8006.te@nighthack.in" "te078" "2017" "9.71" "0"
"2096" "hapatnrs" "hapatnrs5006.esde@nighthack.in" "esde215" "2016" "6.3" "1"
"2097" "jetapesenr" "jetapesenr2088.csae@nighthack.in" "csae002" "2018" "6.82" "41"
"2098" "haaeirve" "haaeirve7111.fm@nighthack.in" "fm047" "2018" "8.96" "0"
"2099" "dmlielipa" "dmlielipa8005.p@nighthack.in" "p058" "2017" "6.44" "2"
"2100" "peaermt" "peaermt0011.ceam@nighthack.in" "ceam040" "2015" "4.72" "17"
"2101" "koadaitnt" "koadaitnt1052.bods@nighthack.in" "bods011" "2016" "8.3" "94"
"2102" "asenwiijt" "asenwiijt2042.csae@nighthack.in" "csae002" "2014" "6.96" "233"
"2103" "allus" "allus1038.ce@nighthack.in" "ce001" "2015" "9.15" "35"
"2104" "suhnsia" "suhnsia1021.ce@nighthack.in" "ce001" "2014" "6.42" "40"
"2105" "aynasihwis" "aynasihwis2150.csae@nighthack.in" "csae002" "2018" "8.2" "37"
"2106" "rtbhaha" "rtbhaha5004.rtes@nighthack.in" "rtes210" "2015" "6.74" "1"
"2107" "hairssi" "hairssi2114.csae@nighthack.in" "csae002" "2018" "7.87" "28"
"2108" "ehrfane" "ehrfane1039.bods@nighthack.in" "bods011" "2017" "8.8" "95"
"2109" "rhseagyaehb" "rhseagyaehb0005.dop@nighthack.in" "dop010" "2014" "8.71" "5"
"2110" "tarmaip" "tarmaip2029.csae@nighthack.in" "csae002" "2017" "9.05" "60"
"2111" "aumhd" "aumhd4002.re@nighthack.in" "re074" "2017" "9.85" "0"
"2112" "arhesn" "arhesn5014.me@nighthack.in" "me005" "2014" "4.78" "23"
"2113" "rhsema" "rhsema5068.me@nighthack.in" "me005" "2017" "8.93" "91"
"2114" "sashnhot" "sashnhot8079.bohm@nighthack.in" "bohm008" "2015" "8.87" "7"
"2115" "apamd" "apamd3306.eaee@nighthack.in" "eaee003" "2016" "9.53" "1"
"2116" "iavrnad" "iavrnad9007.bop@nighthack.in" "bop009" "2018" "6.06" "26"
"2117" "dvaanri" "dvaanri5303.me@nighthack.in" "me005" "2016" "9.46" "0"
"2118" "sirasnvi" "sirasnvi4036.om@nighthack.in" "om049" "2015" "7.23" "5"
"2119" "shtunsah" "shtunsah2111.csae@nighthack.in" "csae002" "2017" "4.59" "4"
"2120" "ryaochtbrak" "ryaochtbrak6008.moha@nighthack.in" "moha086" "2016" "9.63" "0"
"2121" "tsvee" "tsvee5009.sacse@nighthack.in" "sacse035" "2014" "9.66" "4"
"2122" "reheemas" "reheemas1011.bods@nighthack.in" "bods011" "2014" "6.69" "75"
"2123" "llakvaaa" "llakvaaa4013.eace@nighthack.in" "eace004" "2015" "9.74" "62"
"2124" "arnumakpva" "arnumakpva3024.vsd@nighthack.in" "vsd033" "2014" "7.76" "19"
"2125" "hoptryos" "hoptryos1047.bods@nighthack.in" "bods011" "2017" "9.79" "91"
"2126" "smabhu" "smabhu8097.bohm@nighthack.in" "bohm008" "2016" "5.66" "132"
"2127" "ihksa" "ihksa4104.eace@nighthack.in" "eace004" "2017" "6.83" "1"
"2128" "asrimr." "asrimr.8095.bohm@nighthack.in" "bohm008" "2015" "8.53" "4"
"2129" "nathhme" "nathhme3015.eaee@nighthack.in" "eaee003" "2016" "6.71" "195"
"2130" "umaanap" "umaanap8001.te@nighthack.in" "te078" "2016" "8.63" "6"
"2131" "tgupa" "tgupa4118.eace@nighthack.in" "eace004" "2018" "8.63" "12"
"2132" "emhperta" "emhperta8006.ae@nighthack.in" "ae038" "2014" "4.86" "4"
"2133" "sahlimk" "sahlimk9007.p@nighthack.in" "p059" "2018" "5.92" "30"
"2134" "hkthayi" "hkthayi2004.moha@nighthack.in" "moha086" "2014" "4.78" "5"
"2135" "diomianbro" "diomianbro6007.pd@nighthack.in" "pd006" "2018" "7.46" "5"
"2136" "asliehumarth" "asliehumarth9016.csd@nighthack.in" "csd039" "2015" "5.77" "3"
"2137" "ahrlusi" "ahrlusi7027.ba@nighthack.in" "ba017" "2018" "5.84" "83"
"2138" "sihakhbe" "sihakhbe3024.eaee@nighthack.in" "eaee003" "2016" "4.63" "37"
"2139" "iarmmhcau" "iarmmhcau4044.eace@nighthack.in" "eace004" "2016" "6.44" "0"
"2140" "aadyti" "aadyti1003.hm@nighthack.in" "hm111" "2018" "6.63" "34"
"2141" "ahmge" "ahmge4039.eace@nighthack.in" "eace004" "2016" "5.11" "0"
"2142" "mahti" "mahti5006.me@nighthack.in" "me005" "2015" "6.12" "57"
"2143" "earbgtie" "earbgtie1003.dsaip@nighthack.in" "dsaip031" "2014" "8.66" "9"
"2144" "hansaegg" "hansaegg2060.csae@nighthack.in" "csae002" "2015" "8.2" "81"
"2145" "ademhmmo" "ademhmmo3312.eaee@nighthack.in" "eaee003" "2015" "8.45" "0"
"2146" "ekeadp" "ekeadp9006.csd@nighthack.in" "csd039" "2014" "8.78" "5"
"2147" "gadrnapnu" "gadrnapnu4110.eace@nighthack.in" "eace004" "2017" "7.98" "25"
"2148" "ahgme" "ahgme4036.hrm@nighthack.in" "hrm048" "2014" "6.11" "2"
"2149" "ikhkasn" "ikhkasn6022.pd@nighthack.in" "pd006" "2018" "4.83" "0"
"2150" "hroti" "hroti4039.eace@nighthack.in" "eace004" "2015" "7.11" "86"
"2151" "shaaklu" "shaaklu7001.dpimapss@nighthack.in" "dpimapss727" "2017" "7.72" "0"
"2152" "rsmhae" "rsmhae9013.csd@nighthack.in" "csd039" "2018" "9.42" "0"
"2153" "ihanavj" "ihanavj4048.eace@nighthack.in" "eace004" "2018" "8.17" "11"
"2154" "ahsnci" "ahsnci2152.csae@nighthack.in" "csae002" "2017" "6.16" "48"
"2155" "hwaayisar" "hwaayisar2301.csae@nighthack.in" "csae002" "2016" "8.15" "7"
"2156" "akhli" "akhli5005.me@nighthack.in" "me005" "2018" "4.58" "9"
"2157" "aniacadndhh" "aniacadndhh9022.csd@nighthack.in" "csd039" "2016" "7.69" "0"
"2158" "ojapo" "ojapo2001.dpimapss@nighthack.in" "dpimapss712" "2017" "7.27" "0"
"2159" "ymaar" "ymaar3006.vsd@nighthack.in" "vsd033" "2017" "5.55" "14"
"2160" "iahikshnydeav" "iahikshnydeav0002.na@nighthack.in" "na000" "2014" "6.74" "53"
"2161" "iknar" "iknar4003.assp@nighthack.in" "assp079" "2015" "5.2" "12"
"2162" "poirino" "poirino5003.sacse@nighthack.in" "sacse035" "2015" "9.82" "20"
"2163" "dhveirt" "dhveirt4068.fm@nighthack.in" "fm047" "2014" "8.22" "12"
"2164" "hikroes" "hikroes8054.bohm@nighthack.in" "bohm008" "2016" "8.53" "64"
"2165" "kknialur" "kknialur4118.eace@nighthack.in" "eace004" "2017" "5.03" "72"
"2166" "aukums" "aukums8038.bohm@nighthack.in" "bohm008" "2014" "8.0" "88"
"2167" "vibah" "vibah6036.pd@nighthack.in" "pd006" "2016" "7.83" "25"
"2168" "shahob" "shahob9011.dpieats@nighthack.in" "dpieats729" "2017" "9.37" "0"
"2169" "ahsraptn" "ahsraptn2127.csae@nighthack.in" "csae002" "2017" "7.64" "228"
"2170" "asykhv" "asykhv7079.fm@nighthack.in" "fm047" "2018" "7.06" "0"
"2171" "arumkb" "arumkb4072.fm@nighthack.in" "fm047" "2014" "6.97" "4"
"2172" "hacaythain" "hacaythain6003.moha@nighthack.in" "moha086" "2017" "5.21" "0"
"2173" "shhabus" "shhabus8104.bohm@nighthack.in" "bohm008" "2017" "6.56" "0"
"2174" "siavnhaw" "siavnhaw1001.ae@nighthack.in" "ae201" "2015" "6.42" "1"
"2175" "tpanid" "tpanid5001.dpipa@nighthack.in" "dpipa725" "2018" "7.25" "0"
"2176" "raopvao" "raopvao1002.aat@nighthack.in" "aat051" "2016" "6.83" "0"
"2177" "uthru" "uthru3028.eaee@nighthack.in" "eaee003" "2018" "5.98" "0"
"2178" "avnasik" "avnasik1050.bods@nighthack.in" "bods011" "2018" "8.58" "7"
"2179" "bwnaa" "bwnaa9037.bop@nighthack.in" "bop009" "2018" "8.49" "30"
"2180" "rbadern" "rbadern2030.csae@nighthack.in" "csae002" "2018" "8.54" "152"
"2181" "eaapkesrth" "eaapkesrth5008.mlais@nighthack.in" "mlais075" "2018" "7.75" "0"
"2182" "uokgl" "uokgl8041.bohm@nighthack.in" "bohm008" "2017" "5.39" "155"
"2183" "pidseh" "pidseh2304.csae@nighthack.in" "csae002" "2015" "4.61" "54"
"2184" "pkiayarn" "pkiayarn1054.bods@nighthack.in" "bods011" "2015" "5.35" "85"
"2185" "hynajndua" "hynajndua8045.bohm@nighthack.in" "bohm008" "2017" "8.42" "46"
"2186" "smhuas" "smhuas1051.bods@nighthack.in" "bods011" "2016" "4.81" "69"
"2187" "sfai" "sfai9061.bop@nighthack.in" "bop009" "2018" "7.61" "17"
"2188" "shprtoia" "shprtoia8060.bohm@nighthack.in" "bohm008" "2015" "8.4" "2"
"2189" "meahs.rk" "meahs.rk1012.mrait@nighthack.in" "mrait401" "2018" "8.09" "0"
